Pos,Baliza1,Baliza2,Baliza3,Baliza4,Baliza5,Baliza6,Baliza7,Baliza8,Baliza9,Baliza10,Baliza11,Baliza12,Baliza13
S06,NA,NA,NA,-77,NA,NA,-82,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-82,NA,NA,-78,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S06,NA,NA,NA,-78,NA,NA,-79,NA,NA,NA,NA,NA,NA
U05,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
U05,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
U05,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
U05,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA
T05,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
T05,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-65,NA,NA,-82,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-77,NA,NA,-81,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA
R05,NA,NA,NA,-70,NA,NA,-81,NA,NA,NA,NA,NA,NA
Q05,NA,-81,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q05,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
P05,NA,NA,NA,-79,NA,-76,NA,NA,NA,NA,NA,NA,NA
P05,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
P05,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
P05,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
P05,NA,NA,NA,-80,NA,-80,NA,NA,NA,NA,NA,NA,NA
P05,NA,NA,NA,-76,NA,-79,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-77,NA,-75,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-80,NA,-74,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-73,NA,-80,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-79,NA,-78,NA,NA,NA,NA,NA,NA,NA
O05,NA,NA,NA,-80,NA,-77,NA,NA,NA,NA,NA,NA,NA
N05,NA,NA,NA,-79,-82,NA,NA,NA,NA,NA,NA,NA,NA
N05,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
N05,NA,NA,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
N05,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
N05,NA,NA,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
N05,NA,NA,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
M05,NA,NA,NA,-77,NA,-78,NA,NA,NA,NA,NA,NA,NA
M05,NA,NA,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
M05,NA,NA,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
M05,NA,-81,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA
M05,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA
L05,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L05,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L05,NA,-77,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
L05,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
L05,NA,NA,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
K05,NA,-81,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
K05,NA,-78,NA,-78,NA,-77,NA,NA,NA,NA,NA,NA,NA
K05,NA,-80,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
K05,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K05,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-67,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J05,NA,-65,NA,NA,NA,NA,NA,-80,NA,NA,NA,NA,NA
J05,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I05,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-70,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I04,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-75,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-76,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-70,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-66,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-66,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-68,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K04,NA,-67,-81,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA
L04,NA,NA,-85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,-70,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
L04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,-71,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L04,NA,-72,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-72,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-81,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-71,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M04,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N04,NA,-75,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N04,NA,-76,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N04,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N04,NA,-81,-60,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
N04,NA,-81,-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,-77,-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,-77,-63,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
O04,NA,-73,-56,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
O04,NA,-77,-62,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA
O04,NA,-81,-61,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
O04,NA,-77,-66,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
O04,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,-80,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,-77,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,-78,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O04,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04,NA,-80,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04,NA,-81,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04,NA,-80,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04,NA,NA,-74,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
P04,NA,NA,-66,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA
P04,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P04,NA,-81,-75,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
P04,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,NA,-72,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,-78,-71,-81,NA,NA,-80,NA,NA,NA,NA,NA,NA
Q04,NA,-79,-72,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA
Q04,NA,NA,-74,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA
Q04,NA,-79,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,-79,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,NA,-75,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,NA,-74,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04,NA,NA,-75,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04,NA,NA,-79,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
R04,NA,NA,-80,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,-79,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,-80,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-59,NA,NA,NA,NA,NA,NA,NA,NA,NA
S04,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04,NA,NA,NA,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA
T04,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-67,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
U04,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
U03,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
T03,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
T03,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
T03,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-69,NA,NA,-79,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA
S03,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-75,NA,NA,-78,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-78,NA,NA,-79,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
R03,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,-78,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,-81,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03,NA,NA,-81,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03,NA,NA,-79,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
P03,NA,NA,-81,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-77,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-75,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-75,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-70,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-73,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-72,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-77,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-80,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
O03,NA,NA,-73,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-66,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-69,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-80,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-70,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-68,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-74,-81,NA,-75,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-71,NA,-82,-76,NA,NA,NA,NA,NA,NA,NA
N03,NA,NA,-69,NA,-81,-78,NA,NA,NA,NA,NA,NA,NA
M03,NA,NA,-73,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
M03,NA,NA,-69,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA
M03,NA,NA,-63,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA
M03,NA,NA,-63,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA
M03,NA,NA,-65,NA,-80,-76,NA,NA,NA,NA,NA,NA,NA
M03,NA,NA,-64,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
L03,NA,-79,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L03,NA,-76,-74,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA
L03,NA,-78,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L03,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L03,NA,-77,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L03,NA,-77,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-76,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,NA,-81,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA
K03,NA,-73,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,NA,-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K03,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-64,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-64,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-78,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-76,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J03,NA,-66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-68,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-74,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-75,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-75,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I03,NA,-74,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
U01,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
U01,NA,NA,NA,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
U01,NA,NA,-87,-81,NA,NA,NA,NA,NA,NA,NA,NA,NA
U01,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
U02,NA,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T01,NA,NA,NA,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA
T01,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-75,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-71,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
S02,NA,NA,NA,-72,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-78,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-73,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-76,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA
S01,NA,NA,NA,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA
